"Status","IntValue","HexValue","Description"
"RPC_NT_FP_UNDERFLOW","-1073610681","0xC0020047","A floating point underflow occurred at the RPC server."
"RPC_NT_FP_OVERFLOW","-1073610680","0xC0020048","A floating point overflow occurred at the RPC server."
"RPC_NT_NO_MORE_ENTRIES","-1073545215","0xC0030001","The list of RPC servers available for auto-handle binding has been exhausted."
"RPC_NT_SS_CHAR_TRANS_OPEN_FAIL","-1073545214","0xC0030002","The file designated by DCERPCCHARTRANS cannot be opened."
"RPC_NT_SS_CHAR_TRANS_SHORT_FILE","-1073545213","0xC0030003","The file containing the character translation table has fewer than 512 bytes."
"RPC_NT_SS_IN_NULL_CONTEXT","-1073545212","0xC0030004","A null context handle is passed as an [in] parameter."
"RPC_NT_SS_CONTEXT_MISMATCH","-1073545211","0xC0030005","The context handle does not match any known context handles."
"RPC_NT_SS_CONTEXT_DAMAGED","-1073545210","0xC0030006","The context handle changed during a call."
"RPC_NT_SS_HANDLES_MISMATCH","-1073545209","0xC0030007","The binding handles passed to a remote procedure call do not match."
"RPC_NT_NULL_REF_POINTER","-1073545207","0xC0030009","A null reference pointer was passed to the stub."
"RPC_NT_ENUM_VALUE_OUT_OF_RANGE","-1073545206","0xC003000A","The enumeration value is out of range."
"RPC_NT_BYTE_COUNT_TOO_SMALL","-1073545205","0xC003000B","The byte count is too small."
"RPC_NT_BAD_STUB_DATA","-1073545204","0xC003000C","The stub received bad data."
"RPC_NT_CALL_IN_PROGRESS","-1073610679","0xC0020049","A remote procedure call is already in progress for this thread."
"RPC_NT_NO_MORE_BINDINGS","-1073610678","0xC002004A","There are no more bindings."
"RPC_NT_GROUP_MEMBER_NOT_FOUND","-1073610677","0xC002004B","The group member was not found."
"EPT_NT_CANT_CREATE","-1073610676","0xC002004C","The endpoint mapper database entry could not be created."
"RPC_NT_INVALID_OBJECT","-1073610675","0xC002004D","The object UUID is the nil UUID."
"RPC_NT_NO_INTERFACES","-1073610673","0xC002004F","No interfaces have been registered."
"RPC_NT_CALL_CANCELLED","-1073610672","0xC0020050","The remote procedure call was cancelled."
"RPC_NT_BINDING_INCOMPLETE","-1073610671","0xC0020051","The binding handle does not contain all required information."
"RPC_NT_COMM_FAILURE","-1073610670","0xC0020052","A communications failure occurred during a remote procedure call."
"RPC_NT_UNSUPPORTED_AUTHN_LEVEL","-1073610669","0xC0020053","The requested authentication level is not supported."
"RPC_NT_NO_PRINC_NAME","-1073610668","0xC0020054","No principal name registered."
"RPC_NT_NOT_RPC_ERROR","-1073610667","0xC0020055","The error specified is not a valid Windows RPC error code."
"RPC_NT_UUID_LOCAL_ONLY","1073872982","0x40020056","A UUID that is valid only on this computer has been allocated."
"RPC_NT_SEC_PKG_ERROR","-1073610665","0xC0020057","A security package specific error occurred."
"RPC_NT_NOT_CANCELLED","-1073610664","0xC0020058","Thread is not cancelled."
"RPC_NT_INVALID_ES_ACTION","-1073545127","0xC0030059","Invalid operation on the encoding/decoding handle."
"RPC_NT_WRONG_ES_VERSION","-1073545126","0xC003005A","Incompatible version of the serializing package."
"RPC_NT_WRONG_STUB_VERSION","-1073545125","0xC003005B","Incompatible version of the RPC stub."
"RPC_NT_INVALID_PIPE_OBJECT","-1073545124","0xC003005C","The RPC pipe object is invalid or corrupted."
"RPC_NT_INVALID_PIPE_OPERATION","-1073545123","0xC003005D","An invalid operation was attempted on an RPC pipe object."
"RPC_NT_WRONG_PIPE_VERSION","-1073545122","0xC003005E","Unsupported RPC pipe version."
"RPC_NT_PIPE_CLOSED","-1073545121","0xC003005F","The RPC pipe object has already been closed."
"RPC_NT_PIPE_DISCIPLINE_ERROR","-1073545120","0xC0030060","The RPC call completed before all pipes were processed."
"RPC_NT_PIPE_EMPTY","-1073545119","0xC0030061","No more data is available from the RPC pipe."
"RPC_NT_INVALID_ASYNC_HANDLE","-1073610654","0xC0020062","Invalid asynchronous remote procedure call handle."
"RPC_NT_INVALID_ASYNC_CALL","-1073610653","0xC0020063","Invalid asynchronous RPC call handle for this operation."
"RPC_NT_PROXY_ACCESS_DENIED","-1073610652","0xC0020064","Access to the HTTP proxy is denied."
"RPC_NT_COOKIE_AUTH_FAILED","-1073610651","0xC0020065","HTTP proxy server rejected the connection because the cookie authentication failed."
"RPC_NT_SEND_INCOMPLETE","1073873071","0x400200AF","Some data remains to be sent in the request buffer."
"STATUS_ACPI_INVALID_OPCODE","-1072431103","0xC0140001","An attempt was made to run an invalid AML opcode"
"STATUS_ACPI_STACK_OVERFLOW","-1072431102","0xC0140002","The AML Interpreter Stack has overflowed"
"STATUS_ACPI_ASSERT_FAILED","-1072431101","0xC0140003","An inconsistent state has occurred"
"STATUS_ACPI_INVALID_INDEX","-1072431100","0xC0140004","An attempt was made to access an array outside of its bounds"
"STATUS_ACPI_INVALID_ARGUMENT","-1072431099","0xC0140005","A required argument was not specified"
"STATUS_ACPI_FATAL","-1072431098","0xC0140006","A fatal error has occurred"
"STATUS_ACPI_INVALID_SUPERNAME","-1072431097","0xC0140007","An invalid SuperName was specified"
"STATUS_ACPI_INVALID_ARGTYPE","-1072431096","0xC0140008","An argument with an incorrect type was specified"
"STATUS_ACPI_INVALID_OBJTYPE","-1072431095","0xC0140009","An object with an incorrect type was specified"
"STATUS_ACPI_INVALID_TARGETTYPE","-1072431094","0xC014000A","A target with an incorrect type was specified"
"STATUS_ACPI_ADDRESS_NOT_MAPPED","-1072431092","0xC014000C","An address failed to translate"
"STATUS_ACPI_INVALID_EVENTTYPE","-1072431091","0xC014000D","An incorrect event type was specified"
"STATUS_ACPI_HANDLER_COLLISION","-1072431090","0xC014000E","A handler for the target already exists"
"STATUS_ACPI_INVALID_DATA","-1072431089","0xC014000F","Invalid data for the target was specified"
"STATUS_ACPI_INVALID_REGION","-1072431088","0xC0140010","An invalid region for the target was specified"
"STATUS_ACPI_INVALID_ACCESS_SIZE","-1072431087","0xC0140011","An attempt was made to access a field outside of the defined range"
"STATUS_ACPI_ACQUIRE_GLOBAL_LOCK","-1072431086","0xC0140012","The Global system lock could not be acquired"
"STATUS_ACPI_ALREADY_INITIALIZED","-1072431085","0xC0140013","An attempt was made to reinitialize the ACPI subsystem"
"STATUS_ACPI_NOT_INITIALIZED","-1072431084","0xC0140014","The ACPI subsystem has not been initialized"
"STATUS_ACPI_INVALID_MUTEX_LEVEL","-1072431083","0xC0140015","An incorrect mutex was specified"
"STATUS_ACPI_MUTEX_NOT_OWNED","-1072431082","0xC0140016","The mutex is not currently owned"
"STATUS_ACPI_MUTEX_NOT_OWNER","-1072431081","0xC0140017","An attempt was made to access the mutex by a process that was not the owner"
"STATUS_ACPI_RS_ACCESS","-1072431080","0xC0140018","An error occurred during an access to Region Space"
"STATUS_ACPI_INVALID_TABLE","-1072431079","0xC0140019","An attempt was made to use an incorrect table"
"STATUS_ACPI_REG_HANDLER_FAILED","-1072431072","0xC0140020","The registration of an ACPI event failed"
"STATUS_CTX_CDM_CONNECT","1074397188","0x400A0004","The Client Drive Mapping Service Has Connected on Terminal Connection."
"STATUS_CTX_CDM_DISCONNECT","1074397189","0x400A0005","The Client Drive Mapping Service Has Disconnected on Terminal Connection."
"STATUS_CTX_CLOSE_PENDING","-1073086458","0xC00A0006","A close operation is pending on the Terminal Connection."
"STATUS_CTX_NO_OUTBUF","-1073086457","0xC00A0007","There are no free output buffers available."
"STATUS_CTX_MODEM_INF_NOT_FOUND","-1073086456","0xC00A0008","The MODEM.INF file was not found."
"STATUS_CTX_RESPONSE_ERROR","-1073086454","0xC00A000A","The modem did not accept the command sent to it. Verify the configured modem name matches the attached modem."
"STATUS_CTX_MODEM_RESPONSE_BUSY","-1073086450","0xC00A000E","Busy signal detected at remote site on callback."
"STATUS_CTX_MODEM_RESPONSE_VOICE","-1073086449","0xC00A000F","Voice detected at remote site on callback."
"STATUS_CTX_TD_ERROR","-1073086448","0xC00A0010","Transport driver error"
"STATUS_CTX_LICENSE_EXPIRED","-1073086444","0xC00A0014","The system license has expired. Your logon request is denied."
"STATUS_CTX_WINSTATION_NOT_FOUND","-1073086443","0xC00A0015","The specified session cannot be found."
"STATUS_CTX_WINSTATION_BUSY","-1073086441","0xC00A0017","The task you are trying to do can't be completed because Remote Desktop Services is currently busy. Please try again in a few minutes. Other users should still be able to log on."
"STATUS_CTX_BAD_VIDEO_MODE","-1073086440","0xC00A0018","An attempt has been made to connect to a session whose video mode is not supported by the current client."
"STATUS_CTX_GRAPHICS_INVALID","-1073086430","0xC00A0022","The application attempted to enable DOS graphics mode. DOS graphics mode is not supported."
"STATUS_CTX_NOT_CONSOLE","-1073086428","0xC00A0024","The requested operation can be performed only on the system console. This is most often the result of a driver or system DLL requiring direct console access."
"STATUS_CTX_CLIENT_QUERY_TIMEOUT","-1073086426","0xC00A0026","The client failed to respond to the server connect message."
"STATUS_CTX_CONSOLE_DISCONNECT","-1073086425","0xC00A0027","Disconnecting the console session is not supported."
"STATUS_CTX_CONSOLE_CONNECT","-1073086424","0xC00A0028","Reconnecting a disconnected session to the console is not supported."
"STATUS_CTX_SHADOW_DENIED","-1073086422","0xC00A002A","The request to control another session remotely was denied."
"STATUS_CTX_SHADOW_INVALID","-1073086416","0xC00A0030","The requested session cannot be controlled remotely. You cannot control your own session, a session that is trying to control your session, a session that has no user logged on, nor control other sessions from the console."
"STATUS_CTX_SHADOW_DISABLED","-1073086415","0xC00A0031","The requested session is not configured to allow remote control."
"STATUS_CTX_SHADOW_NOT_RUNNING","-1073086410","0xC00A0036","Remote control could not be terminated because the specified session is not currently being remotely controlled."
"STATUS_CTX_LOGON_DISABLED","-1073086409","0xC00A0037","Your interactive logon privilege has been disabled. Please contact your system administrator."
"STATUS_TS_INCOMPATIBLE_SESSIONS","-1073086407","0xC00A0039","The target session is incompatible with the current session."
"STATUS_TS_VIDEO_SUBSYSTEM_ERROR","-1073086406","0xC00A003A","Windows can't connect to your session because a problem occurred in the Windows video subsystem. Try connecting again later, or contact the server administrator for assistance."
"STATUS_PNP_BAD_MPS_TABLE","-1073479627","0xC0040035","A device is missing in the system BIOS MPS table. This device will not be used. Please contact your system vendor for system BIOS update."
"STATUS_PNP_TRANSLATION_FAILED","-1073479626","0xC0040036","A translator failed to translate resources."
"STATUS_IO_REISSUE_AS_CACHED","-1073479623","0xC0040039","Reissue the given operation as a cached IO operation"
"STATUS_MUI_FILE_NOT_FOUND","-1073020927","0xC00B0001","The resource loader failed to find MUI file."
"STATUS_MUI_INVALID_FILE","-1073020926","0xC00B0002","The resource loader failed to load MUI file because the file fail to pass validation."
"STATUS_MUI_INVALID_RC_CONFIG","-1073020925","0xC00B0003","The RC Manifest is corrupted with garbage data or unsupported version or missing required item."
"STATUS_MUI_INVALID_LOCALE_NAME","-1073020924","0xC00B0004","The RC Manifest has invalid culture name."
"STATUS_MUI_FILE_NOT_LOADED","-1073020922","0xC00B0006","The resource loader cache doesn't have loaded MUI entry."
"STATUS_RESOURCE_ENUM_USER_STOP","-1073020921","0xC00B0007","User stopped resource enumeration."
"STATUS_FLT_NO_HANDLER_DEFINED","-1071906815","0xC01C0001","A handler was not defined by the filter for this operation."
"STATUS_FLT_DISALLOW_FAST_IO","-1071906812","0xC01C0004","Internal error code used by the filter manager to determine if a fastio operation should be forced down the IRP path. Mini-filters should never return this value."
"STATUS_FLT_INVALID_NAME_REQUEST","-1071906811","0xC01C0005","An invalid name request was made. The name requested cannot be retrieved at this time."
"STATUS_FLT_NOT_INITIALIZED","-1071906809","0xC01C0007","The Filter Manager was not initialized when a filter tried to register. Make sure that the Filter Manager is getting loaded as a driver."
"STATUS_FLT_FILTER_NOT_READY","-1071906808","0xC01C0008","The filter is not ready for attachment to volumes because it has not finished initializing (FltStartFiltering has not been called)."
"STATUS_FLT_INTERNAL_ERROR","-1071906806","0xC01C000A","The Filter Manager had an internal error from which it cannot recover, therefore the operation has been failed. This is usually the result of a filter returning an invalid value from a pre-operation callback."
"STATUS_FLT_DELETING_OBJECT","-1071906805","0xC01C000B","The object specified for this action is in the process of being deleted, therefore the action requested cannot be completed at this time."
"STATUS_FLT_DUPLICATE_ENTRY","-1071906803","0xC01C000D","A duplicate handler definition has been provided for an operation."
